structure,feature,seed,method,nmi,ari,seconds
0.95,0.8,0,mincut,1.0,1.0,2.85
0.95,0.8,1,louvain,1.0,1.0,0.06
0.95,0.8,1,leiden,1.0,1.0,0.03
0.95,0.8,1,kmeans,0.9859,0.992,0.01
0.95,0.8,1,dmon,1.0,1.0,2.3
0.95,0.8,1,mincut,1.0,1.0,2.74
0.95,0.8,2,louvain,1.0,1.0,0.06
0.95,0.8,2,leiden,1.0,1.0,0.03
0.95,0.8,2,kmeans,0.9573,0.9734,0.01
0.95,0.8,2,dmon,1.0,1.0,2.33
0.95,0.8,2,mincut,1.0,1.0,2.74
0.95,0.8,3,louvain,1.0,1.0,0.06
0.95,0.8,3,leiden,1.0,1.0,0.04
0.95,0.8,3,kmeans,1.0,1.0,0.01
0.95,0.8,3,dmon,1.0,1.0,2.35
0.95,0.8,3,mincut,1.0,1.0,2.75
0.95,0.8,4,louvain,1.0,1.0,0.05
0.95,0.8,4,leiden,1.0,1.0,0.03
0.95,0.8,4,kmeans,0.9906,0.9947,0.01
0.95,0.8,4,dmon,1.0,1.0,2.35
0.95,0.8,4,mincut,1.0,1.0,2.76
0.95,1.0,0,louvain,1.0,1.0,0.05
0.95,1.0,0,leiden,1.0,1.0,0.03
0.95,1.0,0,kmeans,0.9953,0.9973,0.01
0.95,1.0,0,dmon,1.0,1.0,2.33
0.95,1.0,0,mincut,1.0,1.0,2.76
0.95,1.0,1,louvain,1.0,1.0,0.06
0.95,1.0,1,leiden,1.0,1.0,0.03
0.95,1.0,1,kmeans,1.0,1.0,0.01
0.95,1.0,1,dmon,1.0,1.0,2.31
0.95,1.0,1,mincut,1.0,1.0,2.74
0.95,1.0,2,louvain,1.0,1.0,0.06
0.95,1.0,2,leiden,1.0,1.0,0.03
0.95,1.0,2,kmeans,0.9953,0.9973,0.01
0.95,1.0,2,dmon,1.0,1.0,2.32
0.95,1.0,2,mincut,1.0,1.0,2.75
0.95,1.0,3,louvain,1.0,1.0,0.06
0.95,1.0,3,leiden,1.0,1.0,0.04
0.95,1.0,3,kmeans,1.0,1.0,0.01
0.95,1.0,3,dmon,1.0,1.0,2.36
0.95,1.0,3,mincut,1.0,1.0,2.78
0.95,1.0,4,louvain,1.0,1.0,0.05
0.95,1.0,4,leiden,1.0,1.0,0.03
0.95,1.0,4,kmeans,1.0,1.0,0.01
0.95,1.0,4,dmon,1.0,1.0,2.33
0.95,1.0,4,mincut,1.0,1.0,2.75
0.95,1.5,0,louvain,1.0,1.0,0.05
0.95,1.5,0,leiden,1.0,1.0,0.03
0.95,1.5,0,kmeans,1.0,1.0,0.01
0.95,1.5,0,dmon,1.0,1.0,2.32
0.95,1.5,0,mincut,1.0,1.0,2.9
0.95,1.5,1,louvain,1.0,1.0,0.06
0.95,1.5,1,leiden,1.0,1.0,0.03
0.95,1.5,1,kmeans,1.0,1.0,0.01
0.95,1.5,1,dmon,1.0,1.0,2.37
0.95,1.5,1,mincut,1.0,1.0,2.75
0.95,1.5,2,louvain,1.0,1.0,0.06
0.95,1.5,2,leiden,1.0,1.0,0.03
0.95,1.5,2,kmeans,1.0,1.0,0.01
0.95,1.5,2,dmon,1.0,1.0,2.33
0.95,1.5,2,mincut,1.0,1.0,2.74
0.95,1.5,3,louvain,1.0,1.0,0.06
0.95,1.5,3,leiden,1.0,1.0,0.04
0.95,1.5,3,kmeans,1.0,1.0,0.01
0.95,1.5,3,dmon,1.0,1.0,2.32
0.95,1.5,3,mincut,1.0,1.0,2.73
0.95,1.5,4,louvain,1.0,1.0,0.05
0.95,1.5,4,leiden,1.0,1.0,0.03
0.95,1.5,4,kmeans,1.0,1.0,0.01
0.95,1.5,4,dmon,1.0,1.0,2.33
0.95,1.5,4,mincut,1.0,1.0,2.76
0.05,0.0,0,dmon_ref,0.0025,-0.0007,2.18
0.05,0.0,1,dmon_ref,0.001,-0.002,2.19
0.05,0.0,2,dmon_ref,0.0036,0.0003,2.18
0.05,0.0,3,dmon_ref,0.0024,-0.0008,2.26
0.05,0.0,4,dmon_ref,0.0024,-0.0008,2.48
0.05,0.2,0,dmon_ref,0.0248,0.0192,2.32
0.05,0.2,1,dmon_ref,0.035,0.0292,2.38
0.05,0.2,2,dmon_ref,0.022,0.017,2.39
0.05,0.2,3,dmon_ref,0.0176,0.0139,2.25
0.05,0.2,4,dmon_ref,0.0338,0.0297,2.25
0.05,0.35,0,dmon_ref,0.085,0.0721,2.34
0.05,0.35,1,dmon_ref,0.0791,0.0745,2.38
0.05,0.35,2,dmon_ref,0.1078,0.1065,2.26
0.05,0.35,3,dmon_ref,0.1779,0.1574,2.26
0.05,0.35,4,dmon_ref,0.1032,0.0935,2.34
0.05,0.5,0,dmon_ref,0.1131,0.0983,2.43
0.05,0.5,1,dmon_ref,0.1175,0.1116,2.36
0.05,0.5,2,dmon_ref,0.1658,0.1603,2.29
0.05,0.5,3,dmon_ref,0.2429,0.2292,2.29
0.05,0.5,4,dmon_ref,0.1806,0.1617,2.42
0.05,0.65,0,dmon_ref,0.1864,0.1816,2.38
0.05,0.65,1,dmon_ref,0.1353,0.1275,2.27
0.05,0.65,2,dmon_ref,0.2503,0.2283,2.27
0.05,0.65,3,dmon_ref,0.2735,0.2518,2.41
0.05,0.65,4,dmon_ref,0.2533,0.2272,2.34
0.05,0.8,0,dmon_ref,0.2941,0.3069,2.3
0.05,0.8,1,dmon_ref,0.175,0.1615,2.28
0.05,0.8,2,dmon_ref,0.2815,0.2728,2.37
0.05,0.8,3,dmon_ref,0.2852,0.2535,2.4
0.05,0.8,4,dmon_ref,0.31,0.2691,2.34
0.05,1.0,0,dmon_ref,0.3324,0.3425,2.29
0.05,1.0,1,dmon_ref,0.2531,0.2393,2.33
0.05,1.0,2,dmon_ref,0.3717,0.3814,2.4
0.05,1.0,3,dmon_ref,0.3513,0.3054,2.35
0.05,1.0,4,dmon_ref,0.3461,0.2955,2.28
0.05,1.5,0,dmon_ref,0.5622,0.5747,2.35
0.05,1.5,1,dmon_ref,0.4996,0.4792,2.42
0.05,1.5,2,dmon_ref,0.6648,0.6875,2.41
0.05,1.5,3,dmon_ref,0.476,0.4152,2.31
0.05,1.5,4,dmon_ref,0.3839,0.3198,2.29
0.2,0.0,0,dmon_ref,0.0065,0.0031,2.43
0.2,0.0,1,dmon_ref,0.0051,0.0016,2.39
0.2,0.0,2,dmon_ref,0.0054,0.0019,2.35
0.2,0.0,3,dmon_ref,0.0071,0.0036,2.29
0.2,0.0,4,dmon_ref,0.0077,0.004,2.39
0.2,0.2,0,dmon_ref,0.1207,0.1103,2.41
0.2,0.2,1,dmon_ref,0.0731,0.0676,2.37
0.2,0.2,2,dmon_ref,0.0595,0.0546,2.46
0.2,0.2,3,dmon_ref,0.1993,0.2058,2.46
0.2,0.2,4,dmon_ref,0.1312,0.1226,2.51
0.2,0.35,0,dmon_ref,0.4697,0.5108,2.62
0.2,0.35,1,dmon_ref,0.4736,0.5184,2.57
0.2,0.35,2,dmon_ref,0.4456,0.4852,2.59
0.2,0.35,3,dmon_ref,0.6397,0.6999,2.67
0.2,0.35,4,dmon_ref,0.3387,0.3314,2.6
0.2,0.5,0,dmon_ref,0.7193,0.7732,2.5
0.2,0.5,1,dmon_ref,0.7514,0.8057,2.39
0.2,0.5,2,dmon_ref,0.701,0.7553,2.43
0.2,0.5,3,dmon_ref,0.7931,0.8465,2.3
0.2,0.5,4,dmon_ref,0.7739,0.823,2.28
0.2,0.65,0,dmon_ref,0.8275,0.8759,2.31
0.2,0.65,1,dmon_ref,0.8532,0.8938,2.45
0.2,0.65,2,dmon_ref,0.8025,0.85,2.41
0.2,0.65,3,dmon_ref,0.8556,0.8963,2.33
0.2,0.65,4,dmon_ref,0.8515,0.8913,2.31
0.2,0.8,0,dmon_ref,0.8845,0.9215,2.42
0.2,0.8,1,dmon_ref,0.863,0.9012,2.43
0.2,0.8,2,dmon_ref,0.8599,0.899,2.37
0.2,0.8,3,dmon_ref,0.8919,0.9242,2.29
0.2,0.8,4,dmon_ref,0.9141,0.9422,2.36
0.2,1.0,0,dmon_ref,0.9212,0.9474,2.39
0.2,1.0,1,dmon_ref,0.9008,0.9318,2.42
0.2,1.0,2,dmon_ref,0.8759,0.9114,2.29
0.2,1.0,3,dmon_ref,0.9286,0.9501,2.32
0.2,1.0,4,dmon_ref,0.9473,0.9658,2.41
0.2,1.5,0,dmon_ref,0.9667,0.9787,2.47
0.2,1.5,1,dmon_ref,0.9415,0.9556,2.28
0.2,1.5,2,dmon_ref,0.9358,0.9527,2.32
0.2,1.5,3,dmon_ref,0.9953,0.9973,2.55
0.2,1.5,4,dmon_ref,1.0,1.0,2.62
0.35,0.0,0,dmon_ref,0.0189,0.0126,2.32
0.35,0.0,1,dmon_ref,0.0148,0.0104,2.31
0.35,0.0,2,dmon_ref,0.0074,0.0038,2.57
0.35,0.0,3,dmon_ref,0.0129,0.0091,2.54
0.35,0.0,4,dmon_ref,0.0083,0.0045,2.28
0.35,0.2,0,dmon_ref,0.3389,0.3502,2.33
0.35,0.2,1,dmon_ref,0.4056,0.4429,2.29
0.35,0.2,2,dmon_ref,0.3251,0.3536,2.35
0.35,0.2,3,dmon_ref,0.5585,0.617,2.42
0.35,0.2,4,dmon_ref,0.3282,0.3334,2.37
0.35,0.35,0,dmon_ref,0.7219,0.7705,2.32
0.35,0.35,1,dmon_ref,0.7781,0.8281,2.32
0.35,0.35,2,dmon_ref,0.6887,0.7455,2.43
0.35,0.35,3,dmon_ref,0.8516,0.8942,2.38
0.35,0.35,4,dmon_ref,0.7965,0.8447,2.31
0.35,0.5,0,dmon_ref,0.8964,0.927,2.31
0.35,0.5,1,dmon_ref,0.9102,0.9398,2.45
0.35,0.5,2,dmon_ref,0.8899,0.9243,2.41
0.35,0.5,3,dmon_ref,0.9681,0.9814,2.38
0.35,0.5,4,dmon_ref,0.927,0.9525,2.31
0.35,0.65,0,dmon_ref,0.9506,0.9683,2.43
0.35,0.65,1,dmon_ref,0.9765,0.9867,2.43
0.35,0.65,2,dmon_ref,0.9775,0.9867,2.36
0.35,0.65,3,dmon_ref,0.9906,0.9947,2.3
0.35,0.65,4,dmon_ref,0.9765,0.9867,2.33
0.35,0.8,0,dmon_ref,0.9681,0.9814,2.41
0.35,0.8,1,dmon_ref,0.9906,0.9947,2.35
0.35,0.8,2,dmon_ref,0.9859,0.992,2.3
0.35,0.8,3,dmon_ref,0.9953,0.9973,2.29
0.35,0.8,4,dmon_ref,0.9718,0.984,2.44
0.35,1.0,0,dmon_ref,0.9775,0.9867,2.51
0.35,1.0,1,dmon_ref,0.9953,0.9973,2.43
0.35,1.0,2,dmon_ref,0.9906,0.9947,2.26
0.35,1.0,3,dmon_ref,0.9953,0.9973,2.41
0.35,1.0,4,dmon_ref,0.9812,0.9893,2.4
0.35,1.5,0,dmon_ref,0.9953,0.9973,2.31
0.35,1.5,1,dmon_ref,1.0,1.0,2.3
0.35,1.5,2,dmon_ref,0.9953,0.9973,2.37
0.35,1.5,3,dmon_ref,1.0,1.0,2.4
0.35,1.5,4,dmon_ref,0.9953,0.9973,2.36
0.45,0.0,0,dmon_ref,0.0373,0.0319,2.29
0.45,0.0,1,dmon_ref,0.0103,0.0062,2.35
0.45,0.0,2,dmon_ref,0.0214,0.0158,2.43
0.45,0.0,3,dmon_ref,0.0256,0.0195,2.36
0.45,0.0,4,dmon_ref,0.0184,0.0146,2.29
0.45,0.2,0,dmon_ref,0.5325,0.5782,2.32
0.45,0.2,1,dmon_ref,0.5873,0.6451,2.47
0.45,0.2,2,dmon_ref,0.5172,0.5688,2.54
0.45,0.2,3,dmon_ref,0.7179,0.7751,2.45
0.45,0.2,4,dmon_ref,0.6021,0.6546,2.41
0.45,0.35,0,dmon_ref,0.8438,0.8843,2.3
0.45,0.35,1,dmon_ref,0.8599,0.9036,2.33
0.45,0.35,2,dmon_ref,0.8476,0.8913,2.43
0.45,0.35,3,dmon_ref,0.9186,0.9473,2.37
0.45,0.35,4,dmon_ref,0.8741,0.914,2.39
0.45,0.5,0,dmon_ref,0.9491,0.9658,2.54
0.45,0.5,1,dmon_ref,0.9627,0.9761,2.51
0.45,0.5,2,dmon_ref,0.9447,0.9656,2.29
0.45,0.5,3,dmon_ref,0.9812,0.9893,2.28
0.45,0.5,4,dmon_ref,0.9644,0.9787,2.3
0.45,0.65,0,dmon_ref,0.9775,0.9867,2.41
0.45,0.65,1,dmon_ref,0.9775,0.9867,2.35
0.45,0.65,2,dmon_ref,0.9906,0.9947,2.25
0.45,0.65,3,dmon_ref,0.9906,0.9947,2.29
0.45,0.65,4,dmon_ref,0.9859,0.992,2.41
0.45,0.8,0,dmon_ref,0.9953,0.9973,2.35
0.45,0.8,1,dmon_ref,0.9953,0.9973,2.31
0.45,0.8,2,dmon_ref,1.0,1.0,2.27
0.45,0.8,3,dmon_ref,0.9953,0.9973,2.39
0.45,0.8,4,dmon_ref,0.9906,0.9947,2.42
0.45,1.0,0,dmon_ref,1.0,1.0,2.32
0.45,1.0,1,dmon_ref,0.9953,0.9973,2.26
0.45,1.0,2,dmon_ref,1.0,1.0,2.34
0.45,1.0,3,dmon_ref,1.0,1.0,2.41
0.45,1.0,4,dmon_ref,1.0,1.0,2.36
0.45,1.5,0,dmon_ref,1.0,1.0,2.27
0.45,1.5,1,dmon_ref,1.0,1.0,2.31
0.45,1.5,2,dmon_ref,1.0,1.0,2.36
0.45,1.5,3,dmon_ref,1.0,1.0,2.42
0.45,1.5,4,dmon_ref,1.0,1.0,2.25
0.55,0.0,0,dmon_ref,0.0862,0.0826,2.27
0.55,0.0,1,dmon_ref,0.0148,0.0104,2.36
0.55,0.0,2,dmon_ref,0.0135,0.01,2.35
0.55,0.0,3,dmon_ref,0.0703,0.0674,2.29
0.55,0.0,4,dmon_ref,0.0168,0.0118,2.26
0.55,0.2,0,dmon_ref,0.6882,0.7369,2.35
0.55,0.2,1,dmon_ref,0.74,0.7981,2.36
0.55,0.2,2,dmon_ref,0.6817,0.7346,2.34
0.55,0.2,3,dmon_ref,0.8355,0.881,2.26
0.55,0.2,4,dmon_ref,0.7732,0.8233,2.31
0.55,0.35,0,dmon_ref,0.9065,0.9395,2.37
0.55,0.35,1,dmon_ref,0.9479,0.9656,2.4
0.55,0.35,2,dmon_ref,0.9209,0.9475,2.26
0.55,0.35,3,dmon_ref,0.9738,0.984,2.28
0.55,0.35,4,dmon_ref,0.9342,0.9579,2.41
0.55,0.5,0,dmon_ref,0.9775,0.9867,2.43
0.55,0.5,1,dmon_ref,0.9883,0.992,2.3
0.55,0.5,2,dmon_ref,0.9728,0.984,2.29
0.55,0.5,3,dmon_ref,1.0,1.0,2.41
0.55,0.5,4,dmon_ref,0.9859,0.992,2.45
0.55,0.65,0,dmon_ref,0.9953,0.9973,2.32
0.55,0.65,1,dmon_ref,0.9953,0.9973,2.31
0.55,0.65,2,dmon_ref,0.9953,0.9973,2.38
0.55,0.65,3,dmon_ref,1.0,1.0,2.42
0.55,0.65,4,dmon_ref,1.0,1.0,2.36
0.55,0.8,0,dmon_ref,1.0,1.0,2.28
0.55,0.8,1,dmon_ref,1.0,1.0,2.3
0.55,0.8,2,dmon_ref,1.0,1.0,2.44
0.55,0.8,3,dmon_ref,1.0,1.0,2.39
0.55,0.8,4,dmon_ref,1.0,1.0,2.29
0.55,1.0,0,dmon_ref,1.0,1.0,2.3
0.55,1.0,1,dmon_ref,1.0,1.0,2.42
0.55,1.0,2,dmon_ref,1.0,1.0,2.41
0.55,1.0,3,dmon_ref,1.0,1.0,2.29
0.55,1.0,4,dmon_ref,1.0,1.0,2.26
0.55,1.5,0,dmon_ref,1.0,1.0,2.4
0.55,1.5,1,dmon_ref,1.0,1.0,2.43
0.55,1.5,2,dmon_ref,1.0,1.0,2.36
0.55,1.5,3,dmon_ref,1.0,1.0,2.29
0.55,1.5,4,dmon_ref,1.0,1.0,2.37
0.65,0.0,0,dmon_ref,0.1089,0.0939,2.42
0.65,0.0,1,dmon_ref,0.0368,0.0306,2.35
0.65,0.0,2,dmon_ref,0.0648,0.0616,2.29
0.65,0.0,3,dmon_ref,0.0633,0.0525,2.31
0.65,0.0,4,dmon_ref,0.0436,0.034,2.42
0.65,0.2,0,dmon_ref,0.8865,0.9195,2.49
0.65,0.2,1,dmon_ref,0.8533,0.8961,2.46
0.65,0.2,2,dmon_ref,0.7906,0.8383,2.36
0.65,0.2,3,dmon_ref,0.9202,0.9474,2.53
0.65,0.2,4,dmon_ref,0.9059,0.9371,2.64
0.65,0.35,0,dmon_ref,0.9822,0.9894,2.29
0.65,0.35,1,dmon_ref,0.9742,0.984,2.33
0.65,0.35,2,dmon_ref,0.9644,0.9787,2.45
0.65,0.35,3,dmon_ref,0.9785,0.9867,2.57
0.65,0.35,4,dmon_ref,0.9785,0.9867,2.55
0.65,0.5,0,dmon_ref,0.9906,0.9947,2.58
0.65,0.5,1,dmon_ref,0.9953,0.9973,2.5
0.65,0.5,2,dmon_ref,0.9906,0.9947,2.53
0.65,0.5,3,dmon_ref,0.9953,0.9973,2.46
0.65,0.5,4,dmon_ref,1.0,1.0,2.37
0.65,0.65,0,dmon_ref,1.0,1.0,2.41
0.65,0.65,1,dmon_ref,1.0,1.0,2.5
0.65,0.65,2,dmon_ref,0.9953,0.9973,2.39
0.65,0.65,3,dmon_ref,1.0,1.0,2.32
0.65,0.65,4,dmon_ref,1.0,1.0,2.35
0.65,0.8,0,dmon_ref,1.0,1.0,2.45
0.65,0.8,1,dmon_ref,1.0,1.0,2.4
0.65,0.8,2,dmon_ref,1.0,1.0,2.31
0.65,0.8,3,dmon_ref,1.0,1.0,2.32
0.65,0.8,4,dmon_ref,1.0,1.0,2.41
0.65,1.0,0,dmon_ref,1.0,1.0,2.4
0.65,1.0,1,dmon_ref,1.0,1.0,2.3
0.65,1.0,2,dmon_ref,1.0,1.0,2.3
0.65,1.0,3,dmon_ref,1.0,1.0,2.43
0.65,1.0,4,dmon_ref,1.0,1.0,2.41
0.65,1.5,0,dmon_ref,1.0,1.0,2.32
0.65,1.5,1,dmon_ref,1.0,1.0,2.31
0.65,1.5,2,dmon_ref,1.0,1.0,2.36
0.65,1.5,3,dmon_ref,1.0,1.0,2.38
0.65,1.5,4,dmon_ref,1.0,1.0,2.39
0.8,0.0,0,dmon_ref,0.1191,0.1055,2.41
0.8,0.0,1,dmon_ref,0.0598,0.0511,2.38
0.8,0.0,2,dmon_ref,0.1723,0.1694,2.4
0.8,0.0,3,dmon_ref,0.1265,0.111,2.37
0.8,0.0,4,dmon_ref,0.0491,0.0398,2.27
0.8,0.2,0,dmon_ref,0.9346,0.9578,2.32
0.8,0.2,1,dmon_ref,0.948,0.9682,2.39
0.8,0.2,2,dmon_ref,0.9055,0.9371,2.38
0.8,0.2,3,dmon_ref,0.9691,0.9814,2.31
0.8,0.2,4,dmon_ref,0.9637,0.9762,2.32
0.8,0.35,0,dmon_ref,0.9906,0.9947,2.43
0.8,0.35,1,dmon_ref,1.0,1.0,2.41
0.8,0.35,2,dmon_ref,0.9859,0.992,2.32
0.8,0.35,3,dmon_ref,0.9906,0.9947,2.31
0.8,0.35,4,dmon_ref,0.9859,0.992,2.4
0.8,0.5,0,dmon_ref,1.0,1.0,2.41
0.8,0.5,1,dmon_ref,1.0,1.0,2.37
0.8,0.5,2,dmon_ref,0.9953,0.9973,2.28
0.8,0.5,3,dmon_ref,1.0,1.0,2.37
0.8,0.5,4,dmon_ref,1.0,1.0,2.41
0.8,0.65,0,dmon_ref,1.0,1.0,2.39
0.8,0.65,1,dmon_ref,1.0,1.0,2.31
0.8,0.65,2,dmon_ref,1.0,1.0,2.33
0.8,0.65,3,dmon_ref,1.0,1.0,2.44
0.8,0.65,4,dmon_ref,1.0,1.0,2.39
0.8,0.8,0,dmon_ref,1.0,1.0,2.3
0.8,0.8,1,dmon_ref,1.0,1.0,2.3
0.8,0.8,2,dmon_ref,1.0,1.0,2.44
0.8,0.8,3,dmon_ref,1.0,1.0,2.42
0.8,0.8,4,dmon_ref,1.0,1.0,2.3
0.8,1.0,0,dmon_ref,1.0,1.0,2.29
0.8,1.0,1,dmon_ref,1.0,1.0,2.36
0.8,1.0,2,dmon_ref,1.0,1.0,2.38
0.8,1.0,3,dmon_ref,1.0,1.0,2.38
0.8,1.0,4,dmon_ref,1.0,1.0,2.29
0.8,1.5,0,dmon_ref,1.0,1.0,2.35
0.8,1.5,1,dmon_ref,1.0,1.0,2.41
0.8,1.5,2,dmon_ref,1.0,1.0,2.37
0.8,1.5,3,dmon_ref,1.0,1.0,2.3
0.8,1.5,4,dmon_ref,1.0,1.0,2.3
0.95,0.0,0,dmon_ref,0.3752,0.3962,2.42
0.95,0.0,1,dmon_ref,0.2745,0.2797,2.43
0.95,0.0,2,dmon_ref,0.2491,0.2614,2.28
0.95,0.0,3,dmon_ref,0.2735,0.279,2.3
0.95,0.0,4,dmon_ref,0.2928,0.3155,2.4
0.95,0.2,0,dmon_ref,0.9869,0.992,2.38
0.95,0.2,1,dmon_ref,0.9859,0.992,2.32
0.95,0.2,2,dmon_ref,0.9658,0.9788,2.3
0.95,0.2,3,dmon_ref,0.9953,0.9973,2.37
0.95,0.2,4,dmon_ref,0.9953,0.9973,2.4
0.95,0.35,0,dmon_ref,1.0,1.0,2.37
0.95,0.35,1,dmon_ref,1.0,1.0,2.26
0.95,0.35,2,dmon_ref,0.9859,0.992,2.35
0.95,0.35,3,dmon_ref,1.0,1.0,2.4
0.95,0.35,4,dmon_ref,1.0,1.0,2.38
0.95,0.5,0,dmon_ref,1.0,1.0,2.29
0.95,0.5,1,dmon_ref,1.0,1.0,2.3
0.95,0.5,2,dmon_ref,0.9859,0.992,2.41
0.95,0.5,3,dmon_ref,1.0,1.0,2.43
0.95,0.5,4,dmon_ref,1.0,1.0,2.31
0.95,0.65,0,dmon_ref,1.0,1.0,2.3
0.95,0.65,1,dmon_ref,1.0,1.0,2.4
0.95,0.65,2,dmon_ref,1.0,1.0,2.39
0.95,0.65,3,dmon_ref,1.0,1.0,2.32
0.95,0.65,4,dmon_ref,1.0,1.0,2.29
0.95,0.8,0,dmon_ref,1.0,1.0,2.39
0.95,0.8,1,dmon_ref,1.0,1.0,2.37
0.95,0.8,2,dmon_ref,1.0,1.0,2.37
0.95,0.8,3,dmon_ref,1.0,1.0,2.27
0.95,0.8,4,dmon_ref,1.0,1.0,2.31
0.95,1.0,0,dmon_ref,1.0,1.0,2.37
0.95,1.0,1,dmon_ref,1.0,1.0,2.36
0.95,1.0,2,dmon_ref,1.0,1.0,2.23
0.95,1.0,3,dmon_ref,1.0,1.0,2.24
0.95,1.0,4,dmon_ref,1.0,1.0,2.42
0.95,1.5,0,dmon_ref,1.0,1.0,2.45
0.95,1.5,1,dmon_ref,1.0,1.0,2.32
0.95,1.5,2,dmon_ref,1.0,1.0,2.36
0.95,1.5,3,dmon_ref,1.0,1.0,2.34
0.95,1.5,4,dmon_ref,1.0,1.0,2.3
